Province,District,Candidate no.,Party,Votes
Nongbua Lamphu,1,13,Thai Forest Conservation Party,161
Nongbua Lamphu,1,21,Prachatham Thai,132
Nongbua Lamphu,1,27,Thai Civilised,120
Nongbua Lamphu,1,2,People's Reform,117
Nongbua Lamphu,1,30,Palang Thai Rak Thai,111
Nongbua Lamphu,1,33,Thai Local Power Party,106
Nongbua Lamphu,1,29,Palang Chart Thai,102
Nongbua Lamphu,1,7,People Progressive party,93
Nongbua Lamphu,1,17,Prashaniyom,87
Nongbua Lamphu,1,26,Ruam Jai Thai,77
Nongbua Lamphu,1,32,Power of Faith party,67
Nongbua Lamphu,1,19,New Democracy Party,39
Nongbua Lamphu,1,28,Palang Thai Sang Chart,33
Nongbua Lamphu,1,31,Thai Network Party,30
Nongbua Lamphu,1,18,Puea Pandin Party,20
Nongbua Lamphu,2,9,Pheu Thai,25732
Nongbua Lamphu,2,2,Future Forward Party,21345
Nongbua Lamphu,2,13,Bhumjaithai Party,14266
Nongbua Lamphu,2,3,Palang Pracharath Party,10444
Nongbua Lamphu,2,1,Puea Chat party,2839
Nongbua Lamphu,2,12,Thai Local Power Party,1446
Nongbua Lamphu,2,23,New Economics Party,958
Nongbua Lamphu,2,29,Thai People Power Party,729
Nongbua Lamphu,2,14,Thai Liberal Party,721
Nongbua Lamphu,2,20,Democrat Party,607
Nongbua Lamphu,2,22,Thai Workers' Party,530
Nongbua Lamphu,2,33,Thai Civilised,524
Nongbua Lamphu,2,8,Thai Forest Conservation Party,440
Nongbua Lamphu,2,10,Pheu Khon Thai,406
Nongbua Lamphu,2,21,Palang Thai Rak Thai,354
Nongbua Lamphu,2,5,Chart Pattana,225
Nongbua Lamphu,2,6,Puea Pandin Party,219
Nongbua Lamphu,2,4,Chart Thai Pattana,196
Nongbua Lamphu,2,7,Action Coalition for Thailand,191
Nongbua Lamphu,2,36,Rak Tongtin Thai,172
Nongbua Lamphu,2,25,Paradonraphab Party,114
Nongbua Lamphu,2,11,People Progressive party,104
Nongbua Lamphu,2,32,Green,103
Nongbua Lamphu,2,31,Palang Chart Thai,89
Nongbua Lamphu,2,24,Prachatham Thai,88
Nongbua Lamphu,2,18,Prashaniyom,83
Nongbua Lamphu,2,16,Phuea Thai Pattana,81
Nongbua Lamphu,2,26,Kru Thai,65
Nongbua Lamphu,2,15,Thai Social Democratic Party,55
Nongbua Lamphu,2,19,New Democracy Party,54
Nongbua Lamphu,2,30,Ruam Jai Thai,45
Nongbua Lamphu,2,28,Palang Thai Sang Chart,42
Nongbua Lamphu,2,27,Farmer's Network,30
Nongbua Lamphu,2,17,People's Reform,23
Nongbua Lamphu,2,34,Thai Network Party,22
Nongbua Lamphu,2,35,Thai Friend Party,0
Nongbua Lamphu,3,4,Pheu Thai,41260
Nongbua Lamphu,3,3,Future Forward Party,19217
Nongbua Lamphu,3,1,Palang Pracharath Party,6994
Nongbua Lamphu,3,14,Puea Chat party,1724
Nongbua Lamphu,3,11,Bhumjaithai Party,1588
Nongbua Lamphu,3,6,Thai Liberal Party,1533
Nongbua Lamphu,3,19,Prachatham Thai,1477
Nongbua Lamphu,3,16,Democrat Party,1086
Nongbua Lamphu,3,24,Palang Thai Rak Thai,1066
Nongbua Lamphu,3,10,Chart Thai Pattana,786
Nongbua Lamphu,3,15,Pheu Khon Thai,736
Nongbua Lamphu,3,23,Glang,463
Nongbua Lamphu,3,20,Kru Thai,292
Nongbua Lamphu,3,21,People's Reform,234
Nongbua Lamphu,3,5,Thai Local Power Party,224
Nongbua Lamphu,3,7,Thai Social Democratic Party,213
Nongbua Lamphu,3,25,New Economics Party,210
Nongbua Lamphu,3,13,Action Coalition for Thailand,175
Nongbua Lamphu,3,2,Prashaniyom,167
Nongbua Lamphu,3,26,Green,164
Nongbua Lamphu,3,31,Thai Network Party,129
Nongbua Lamphu,3,12,Thai Forest Conservation Party,114
Nongbua Lamphu,3,33,Rak Tongtin Thai,113
Nongbua Lamphu,3,28,Phuea Thai Pattana,104
Nongbua Lamphu,3,17,Thai People Power Party,95
Nongbua Lamphu,3,27,Commoners' Party,91
Nongbua Lamphu,3,9,Puea Pandin Party,75
Nongbua Lamphu,3,34,Palang Thai Sang Chart,61
Nongbua Lamphu,3,22,Ruam Jai Thai,57
Nongbua Lamphu,3,8,People Progressive party,46
Nongbua Lamphu,3,18,New Democracy Party,43
Nongbua Lamphu,3,30,Palang Chart Thai,36
Nongbua Lamphu,3,32,Power of Faith party,29
Nongbua Lamphu,3,29,Thai Raksa Chart,0
Ang Tong,1,8,Bhumjaithai Party,62741
Ang Tong,1,5,Pheu Thai,47373
Ang Tong,1,9,Future Forward Party,21321
Ang Tong,1,2,Palang Pracharath Party,18128
Ang Tong,1,7,Thai Liberal Party,2287
Ang Tong,1,25,New Economics Party,1812
Ang Tong,1,4,Palang Chart Thai,1669
Ang Tong,1,13,Chart Pattana,1033
Ang Tong,1,11,Thai Local Power Party,690
Ang Tong,1,6,Action Coalition for Thailand,585
Ang Tong,1,3,Prashaniyom,462
Ang Tong,1,21,Farmer's Network,345
Ang Tong,1,14,Thai Forest Conservation Party,328
Ang Tong,1,15,Thai Civilised,300
Ang Tong,1,12,Puea Chat party,263
Ang Tong,1,22,Thai Network Party,255
Ang Tong,1,18,Thai People Power Party,161
Ang Tong,1,26,Thai Rak Tham,161
Ang Tong,1,19,People Progressive party,156
Ang Tong,1,20,Pandintham,129
Ang Tong,1,24,Prachathai,109
Ang Tong,1,23,Power of Faith party,75
Ang Tong,1,17,People's Reform,65
Ang Tong,1,1,Democrat Party,0
Ang Tong,1,10,Thai Friend Party,0
Ang Tong,1,16,Prachachat Party,0
Amnat Chareon,1,10,Pheu Thai,26320
Amnat Chareon,1,4,Bhumjaithai Party,24654
Amnat Chareon,1,1,Palang Pracharath Party,17425
Amnat Chareon,1,9,Future Forward Party,13915
Amnat Chareon,1,15,Democrat Party,7724
Amnat Chareon,1,6,Thai Liberal Party,3231
Amnat Chareon,1,16,Chart Thai Pattana,529
Amnat Chareon,1,21,Thai Civilised,518
Amnat Chareon,1,11,Prachachat Party,477
Amnat Chareon,1,24,Kru Thai,464
Amnat Chareon,1,18,Palang Thai Rak Thai,443
Amnat Chareon,1,30,Thai Rak Tham,331
Amnat Chareon,1,2,Chart Pattana,286
Amnat Chareon,1,3,People's Reform,194
Amnat Chareon,1,8,Thai Forest Conservation Party,159
Amnat Chareon,1,5,Siam Development Party,158
Amnat Chareon,1,20,Action Coalition for Thailand,128
Amnat Chareon,1,26,Palang Chart Thai,105
Amnat Chareon,1,22,Thai Local Power Party,100
Amnat Chareon,1,13,Puea Chat party,96
Amnat Chareon,1,7,Prashaniyom,93
Amnat Chareon,1,17,Thai People Power Party,93
Amnat Chareon,1,29,Power of Faith party,91
Amnat Chareon,1,25,Palang Thai Sang Chart,83
Amnat Chareon,1,23,Prachatham Thai,68
Amnat Chareon,1,32,Rak Tongtin Thai,67
Amnat Chareon,1,31,Thai Network Party,56
Amnat Chareon,1,27,Puea Pandin Party,36
Amnat Chareon,1,28,Paradonraphab Party,35
Amnat Chareon,1,12,People Progressive party,0
Amnat Chareon,1,14,Thai Friend Party,0
Amnat Chareon,1,19,New Economics Party,0
Amnat Chareon,2,12,Pheu Thai,26540
Amnat Chareon,2,3,Palang Pracharath Party,24721
Amnat Chareon,2,13,Bhumjaithai Party,21367
Amnat Chareon,2,16,Democrat Party,11498
Amnat Chareon,2,11,Future Forward Party,11384
Amnat Chareon,2,28,Thai Local Power Party,1329
Amnat Chareon,2,6,Thai Liberal Party,1317
Amnat Chareon,2,7,Puea Chat party,891
Amnat Chareon,2,23,Puea Pandin Party,612
Amnat Chareon,2,10,New Economics Party,473
Amnat Chareon,2,2,Action Coalition for Thailand,407
Amnat Chareon,2,1,Chart Pattana,324
Amnat Chareon,2,21,Prachatham Thai,274
Amnat Chareon,2,26,Pheu Khon Thai,232
Amnat Chareon,2,15,Thai Forest Conservation Party,218
Amnat Chareon,2,20,Thai Civilised,213
Amnat Chareon,2,17,Palang Thai Rak Thai,212
Amnat Chareon,2,31,Rak Tongtin Thai,211
Amnat Chareon,2,14,Thai People Power Party,154
Amnat Chareon,2,8,People's Reform,145
Amnat Chareon,2,5,People Progressive party,113
Amnat Chareon,2,24,Palang Chart Thai,96
Amnat Chareon,2,18,Prashaniyom,90
Amnat Chareon,2,22,Palang Thai Sang Chart,77
Amnat Chareon,2,27,Power of Faith party,70
Amnat Chareon,2,19,Chart Thai Pattana,56
Amnat Chareon,2,29,Thai Rak Tham,55
Amnat Chareon,2,30,Thai Network Party,48
Amnat Chareon,2,25,Kru Thai,43
Amnat Chareon,2,4,Thai Raksa Chart,0
Amnat Chareon,2,9,Thai Friend Party,0
Udon Thani,1,2,Pheu Thai,30963
Udon Thani,1,10,Future Forward Party,26552
Udon Thani,1,17,Palang Pracharath Party,24635
Udon Thani,1,11,Bhumjaithai Party,3200
Udon Thani,1,3,Democrat Party,2983
Udon Thani,1,5,Thai Liberal Party,2442
Udon Thani,1,9,New Economics Party,2161
Udon Thani,1,1,Action Coalition for Thailand,916
Udon Thani,1,12,Chart Thai Pattana,428
Udon Thani,1,6,Chart Pattana,287
Udon Thani,1,22,Palang Thai Rak Thai,260
Udon Thani,1,7,Thai Local Power Party,257
Udon Thani,1,8,Thai Forest Conservation Party,227
Udon Thani,1,15,Phuea Thai Pattana,178
Udon Thani,1,33,Thai Civilised,159
Udon Thani,1,36,Thai People Power Party,153
Udon Thani,1,37,Power of Faith party,153
Udon Thani,1,29,Palang Kru Thai,133
Udon Thani,1,21,People's Reform,126
Udon Thani,1,14,Prachachat Party,107
Udon Thani,1,13,Puea Chat party,105
Udon Thani,1,27,Kru Thai,75
Udon Thani,1,4,People Progressive party,73
Udon Thani,1,31,Palang Sungkom,61
Udon Thani,1,23,Palang Chart Thai,56
Udon Thani,1,26,Polamuang Thai,44
Udon Thani,1,34,Democratic Force party,44
Udon Thani,1,39,Thai Rak Tham,38
Udon Thani,1,19,Puea Pandin Party,37
Udon Thani,1,35,Thai Network Party,34
Udon Thani,1,25,Thai Citizen,23
Udon Thani,1,20,Pandintham,22
Udon Thani,1,24,Mahachon Party,22
Udon Thani,1,32,Prachatham Thai,21
Udon Thani,1,38,Powerful Love Party,20
Udon Thani,1,16,Thai Friend Party,0
Udon Thani,1,18,Prashaniyom,0
Udon Thani,1,28,Thai Raksa Chart,0
Udon Thani,1,30,Glang,0
Udon Thani,2,10,Pheu Thai,32587
Udon Thani,2,5,Bhumjaithai Party,24209
Udon Thani,2,2,Palang Pracharath Party,17400
Udon Thani,2,16,Future Forward Party,16857
Udon Thani,2,4,Puea Chat party,1546
Udon Thani,2,15,Thai Liberal Party,1482
Udon Thani,2,3,Democrat Party,891
Udon Thani,2,7,New Economics Party,498
Udon Thani,2,22,Pandintham,396
Udon Thani,2,11,Phuea Thai Pattana,329
Udon Thani,2,21,Palang Thai Rak Thai,310
Udon Thani,2,13,Prachachat Party,293
Udon Thani,2,1,People's Reform,291
Udon Thani,2,6,Thai Forest Conservation Party,247
Udon Thani,2,9,Action Coalition for Thailand,228
Udon Thani,2,36,Palang Kru Thai,171
Udon Thani,2,17,Chart Thai Pattana,133
Udon Thani,2,18,Thai People Power Party,120
Udon Thani,2,12,Thai Local Power Party,110
Udon Thani,2,8,Chart Pattana,108
Udon Thani,2,31,Thai Civilised,100
Udon Thani,2,28,Palang Sungkom,81
Udon Thani,2,24,Mahachon Party,56
Udon Thani,2,26,Palang Chart Thai,52
Udon Thani,2,19,Prashaniyom,50
Udon Thani,2,39,Palang Pandin Tong ,50
Udon Thani,2,33,Thai Network Party,48
Udon Thani,2,23,Polamuang Thai,44
Udon Thani,2,32,New Alternative Party,44
Udon Thani,2,14,People Progressive party,43
Udon Thani,2,35,Power of Faith party,40
Udon Thani,2,40,Thai Rak Tham,34
Udon Thani,2,20,Puea Pandin Party,33
Udon Thani,2,29,Prachatham Thai,23
Udon Thani,2,37,New Democracy Party,21
Udon Thani,2,34,Thai Citizen,18
Udon Thani,2,27,Glang,14
Udon Thani,2,38,Democratic Force party,12
Udon Thani,2,25,Thai Raksa Chart,0
Udon Thani,2,30,Kru Thai,0
Udon Thani,3,5,Pheu Thai,36728
Udon Thani,3,2,Bhumjaithai Party,24385
Udon Thani,3,13,Future Forward Party,13906
Udon Thani,3,14,Palang Pracharath Party,5722
Udon Thani,3,25,Prachachat Party,1354
Udon Thani,3,8,Thai Liberal Party,1259
Udon Thani,3,11,Democrat Party,1118
Udon Thani,3,6,New Economics Party,788
Udon Thani,3,22,Polamuang Thai,705
Udon Thani,3,18,New Democracy Party,547
Udon Thani,3,3,Chart Thai Pattana,351
Udon Thani,3,7,Puea Chat party,350
Udon Thani,3,21,Thai People Power Party,299
Udon Thani,3,34,Thai Citizen,292
Udon Thani,3,12,Phuea Thai Pattana,265
Udon Thani,3,4,Chart Pattana,242
Udon Thani,3,26,Kru Thai,152
Udon Thani,3,9,Action Coalition for Thailand,121
Udon Thani,3,23,Prachatham Thai,121
Udon Thani,3,33,New Alternative Party,117
Udon Thani,3,28,Bhumphalang Kasettrakonthai,100
Udon Thani,3,15,Thai Forest Conservation Party,99
Udon Thani,3,19,Puea Pandin Party,96
Udon Thani,3,10,People Progressive party,91
Udon Thani,3,16,Prashaniyom,87
Udon Thani,3,29,Palang Thai Rak Thai,84
Udon Thani,3,35,Thai Network Party,76
Udon Thani,3,17,Siam Development Party,70
Udon Thani,3,30,Thai Civilised,69
Udon Thani,3,24,Mahachon Party,52
Udon Thani,3,31,Palang Chart Thai,46
Udon Thani,3,37,Palang Kru Thai,44
Udon Thani,3,38,Power of Faith party,31
Udon Thani,3,39,Democratic Force party,25
Udon Thani,3,40,Thai Rak Tham,24
Udon Thani,3,36,Thaen Khun Phaendin,21
Udon Thani,3,32,Palang Sungkom,17
Udon Thani,3,20,People's Reform,16
Udon Thani,3,1,Thai Local Power Party,0
Udon Thani,3,27,Thai Raksa Chart,0
Udon Thani,4,2,Pheu Thai,47734
Udon Thani,4,12,Future Forward Party,21739
Udon Thani,4,16,Palang Pracharath Party,9845
Udon Thani,4,18,Bhumjaithai Party,3572
Udon Thani,4,10,Thai Liberal Party,1797
Udon Thani,4,5,New Economics Party,1349
Udon Thani,4,6,Democrat Party,1205
Udon Thani,4,9,Puea Chat party,1142
Udon Thani,4,22,Polamuang Thai,836
Udon Thani,4,11,Chart Pattana,490
Udon Thani,4,1,Prashaniyom,481
Udon Thani,4,25,Palang Kru Thai,409
Udon Thani,4,21,Palang Thai Rak Thai,361
Udon Thani,4,19,Thai People Power Party,356
Udon Thani,4,3,Prachachat Party,237
Udon Thani,4,17,Phuea Thai Pattana,234
Udon Thani,4,34,Than Rak Thai,228
Udon Thani,4,36,Democratic Force party,214
Udon Thani,4,8,Chart Thai Pattana,181
Udon Thani,4,15,Thai Forest Conservation Party,163
Udon Thani,4,32,Thai Network Party,163
Udon Thani,4,7,Action Coalition for Thailand,153
Udon Thani,4,14,People Progressive party,122
Udon Thani,4,23,Palang Chart Thai,107
Udon Thani,4,31,Thai Civilised,107
Udon Thani,4,13,People's Reform,95
Udon Thani,4,20,Puea Pandin Party,69
Udon Thani,4,28,Pandintham,60
Udon Thani,4,24,Thai Citizen,57
Udon Thani,4,30,Palang Sungkom,57
Udon Thani,4,33,Power of Faith party,50
Udon Thani,4,27,Prachatham Thai,48
Udon Thani,4,35,New Democracy Party,33
Udon Thani,4,4,Thai Friend Party,0
Udon Thani,4,26,Thai Raksa Chart,0
Udon Thani,4,29,Kru Thai,0
Udon Thani,4,37,Thai Rak Tham,0
Udon Thani,5,9,Pheu Thai,40271
Udon Thani,5,18,Bhumjaithai Party,17643
Udon Thani,5,5,Future Forward Party,15321
Udon Thani,5,6,Palang Pracharath Party,11128
Udon Thani,5,2,Puea Chat party,1666
Udon Thani,5,13,Thai Liberal Party,1244
Udon Thani,5,11,Democrat Party,1044
Udon Thani,5,17,New Economics Party,672
Udon Thani,5,21,Prashaniyom,541
Udon Thani,5,10,Palang Thai Rak Thai,441
Udon Thani,5,8,People Progressive party,386
Udon Thani,5,25,Polamuang Thai,341
Udon Thani,5,15,Chart Thai Pattana,323
Udon Thani,5,1,Action Coalition for Thailand,282
Udon Thani,5,26,Palang Chart Thai,268
Udon Thani,5,20,Pheu Khon Thai,231
Udon Thani,5,38,Thai Rak Tham,231
Udon Thani,5,16,Chart Pattana,221
Udon Thani,5,33,Bhumphalang Kasettrakonthai,218
Udon Thani,5,23,Puea Pandin Party,213
Udon Thani,5,4,Thai Local Power Party,208
Udon Thani,5,19,Prachachat Party,183
Udon Thani,5,12,Thai Forest Conservation Party,175
Udon Thani,5,22,Thai People Power Party,131
Udon Thani,5,7,People's Reform,127
Udon Thani,5,28,Green,127
Udon Thani,5,27,Phuea Thai Pattana,102
Udon Thani,5,14,Glang,101
Udon Thani,5,32,Prachatham Thai,72
Udon Thani,5,30,Kru Thai,55
Udon Thani,5,36,Power of Faith party,48
Udon Thani,5,37,Than Rak Thai,41
Udon Thani,5,34,Democratic Force party,38
Udon Thani,5,24,Pandintham,37
Udon Thani,5,35,Thai Network Party,27
Udon Thani,5,3,Thai Friend Party,0
Udon Thani,5,29,Mahachon Party,0
Udon Thani,5,31,Thai Raksa Chart,0
Udon Thani,6,15,Pheu Thai,41307
Udon Thani,6,3,Future Forward Party,19422
Udon Thani,6,8,Palang Pracharath Party,13317
Udon Thani,6,9,Bhumjaithai Party,4155
Udon Thani,6,5,Chart Thai Pattana,3818
Udon Thani,6,32,Prachatham Thai,2180
Udon Thani,6,14,Thai Liberal Party,2054
Udon Thani,6,39,Thai People Power Party,1931
Udon Thani,6,43,Khon Thammada,1731
Udon Thani,6,16,Democrat Party,1692
Udon Thani,6,2,Puea Chat party,1505
Udon Thani,6,6,New Economics Party,860
Udon Thani,6,11,Prachachat Party,797
Udon Thani,6,1,Pandintham,593
Udon Thani,6,10,Palang Thai Rak Thai,576
Udon Thani,6,40,Than Rak Thai,450
Udon Thani,6,13,Thai Forest Conservation Party,328
Udon Thani,6,28,Kru Thai,322
Udon Thani,6,19,Action Coalition for Thailand,290
Udon Thani,6,4,People Progressive party,253
Udon Thani,6,23,Phuea Thai Pattana,198
Udon Thani,6,34,Palang Sungkom,196
Udon Thani,6,7,Prashaniyom,192
Udon Thani,6,38,Thaen Khun Phaendin,169
Udon Thani,6,30,Bhumphalang Kasettrakonthai,166
Udon Thani,6,12,Thai Local Power Party,164
Udon Thani,6,26,Palang Chart Thai,164
Udon Thani,6,35,Thai Civilised,157
Udon Thani,6,20,Chart Pattana,141
Udon Thani,6,24,Thai Thum,135
Udon Thani,6,25,Polamuang Thai,131
Udon Thani,6,31,Powerful Love Party,103
Udon Thani,6,36,Phungluang Party,101
Udon Thani,6,41,Thai Rak Tham,92
Udon Thani,6,42,Democratic Force party,83
Udon Thani,6,27,Mahachon Party,72
Udon Thani,6,17,People's Reform,69
Udon Thani,6,29,Thai Citizen,67
Udon Thani,6,22,Puea Pandin Party,40
Udon Thani,6,21,Glang,23
Udon Thani,6,37,Thai Network Party,23
Udon Thani,6,18,Thai Friend Party,0
Udon Thani,6,33,Thai Raksa Chart,0
Udon Thani,7,4,Pheu Thai,46351
Udon Thani,7,6,Future Forward Party,19449
Udon Thani,7,15,Palang Pracharath Party,7291
Udon Thani,7,21,Thai People Power Party,6548
Udon Thani,7,10,Thai Liberal Party,3911
Udon Thani,7,3,Democrat Party,1561
Udon Thani,7,24,Chart Thai Pattana,1420
Udon Thani,7,1,Palang Thai Rak Thai,1283
Udon Thani,7,7,Thai Local Power Party,1275
Udon Thani,7,9,Siam Development Party,1105
Udon Thani,7,11,Chart Pattana,1083
Udon Thani,7,13,Prachachat Party,1002
Udon Thani,7,17,Puea Chat party,826
Udon Thani,7,19,New Economics Party,625
Udon Thani,7,20,Puea Pandin Party,570
Udon Thani,7,12,Bhumjaithai Party,519
Udon Thani,7,22,Prachatham Thai,310
Udon Thani,7,2,Prashaniyom,309
Udon Thani,7,5,People Progressive party,299
Udon Thani,7,16,Action Coalition for Thailand,275
Udon Thani,7,14,Thai Forest Conservation Party,234
Udon Thani,7,33,Phuea Thai Pattana,190
Udon Thani,7,26,Thai Citizen,159
Udon Thani,7,8,People's Reform,145
Udon Thani,7,35,Power of Faith party,142
Udon Thani,7,27,Kru Thai,132
Udon Thani,7,29,Bhumphalang Kasettrakonthai,132
Udon Thani,7,32,Thai Civilised,132
Udon Thani,7,30,Palang Sungkom,123
Udon Thani,7,23,Polamuang Thai,108
Udon Thani,7,31,Palang Chart Thai,60
Udon Thani,7,25,Mahachon Party,53
Udon Thani,7,36,Democratic Force party,51
Udon Thani,7,37,Thai Rak Tham,48
Udon Thani,7,34,Thai Network Party,34
Udon Thani,7,18,Glang,32
Udon Thani,7,28,Thai Raksa Chart,0
Udon Thani,8,6,Pheu Thai,58318
Udon Thani,8,8,Future Forward Party,15604
Udon Thani,8,18,Palang Pracharath Party,6715
Udon Thani,8,13,Bhumjaithai Party,4020
Udon Thani,8,1,Democrat Party,2763
Udon Thani,8,4,Puea Chat party,2258
Udon Thani,8,7,Chart Pattana,1039
Udon Thani,8,11,Thai Liberal Party,979
Udon Thani,8,26,Thai Citizen,971
Udon Thani,8,3,New Economics Party,600
Udon Thani,8,10,Chart Thai Pattana,406
Udon Thani,8,5,Prashaniyom,402
Udon Thani,8,2,Thai Local Power Party,358
Udon Thani,8,9,Phuea Thai Pattana,288
Udon Thani,8,25,Prachachat Party,264
Udon Thani,8,22,Palang Thai Rak Thai,233
Udon Thani,8,30,Prachatham Thai,193
Udon Thani,8,34,Thai Rak Tham,193
Udon Thani,8,28,Palang Kru Thai,183
Udon Thani,8,16,People's Reform,163
Udon Thani,8,14,Thai Forest Conservation Party,158
Udon Thani,8,17,Action Coalition for Thailand,152
Udon Thani,8,27,Kru Thai,146
Udon Thani,8,21,Thai People Power Party,100
Udon Thani,8,23,Polamuang Thai,86
Udon Thani,8,33,Power of Faith party,82
Udon Thani,8,12,People Progressive party,74
Udon Thani,8,19,Puea Pandin Party,71
Udon Thani,8,35,Democratic Force party,68
Udon Thani,8,20,Pheu Khon Thai,67
Udon Thani,8,24,Mahachon Party,58
Udon Thani,8,31,Palang Chart Thai,52
Udon Thani,8,32,Thai Network Party,23
Udon Thani,8,15,Thai Friend Party,0
Udon Thani,8,29,Thai Raksa Chart,0
Uttaradit,1,7,Pheu Thai,54669
Uttaradit,1,1,Palang Pracharath Party,40747
Uttaradit,1,2,Future Forward Party,23828
Uttaradit,1,3,Democrat Party,5318
Uttaradit,1,24,Thai Liberal Party,1762
Uttaradit,1,9,Puea Chat party,1553
Uttaradit,1,25,New Economics Party,1180
Uttaradit,1,8,Thai People Power Party,786
Uttaradit,1,6,New Palangdharma Party,680
Uttaradit,1,21,Action Coalition for Thailand,661
Uttaradit,1,18,Puea Pandin Party,624
Uttaradit,1,5,Bhumjaithai Party,623
Uttaradit,1,27,Palang Sungkom,595
Uttaradit,1,10,Prashaniyom,404
Uttaradit,1,19,Chart Thai Pattana,250
Uttaradit,1,13,Thai Local Power Party,235
Uttaradit,1,22,Kru Thai,225
Uttaradit,1,32,Thai Rak Tham,213
Uttaradit,1,26,Thai Civilised,205
Uttaradit,1,12,New Democracy Party,185
Uttaradit,1,23,Palang Thai Sang Chart,161
Uttaradit,1,14,Thai Forest Conservation Party,146
Uttaradit,1,17,Palang Thai Di,143
Uttaradit,1,20,Palang Chart Thai,129
Uttaradit,1,4,Paradonraphab Party,118
Uttaradit,1,16,Green,115
Uttaradit,1,28,Prachatham Thai,99
Uttaradit,1,30,Democratic Force party,87
Uttaradit,1,29,Phungluang Party,81
Uttaradit,1,15,People Progressive party,67
Uttaradit,1,31,Thaen Khun Phaendin,44
Uttaradit,1,11,People's Reform,0
Uttaradit,2,11,Pheu Thai,51144
Uttaradit,2,9,Palang Pracharath Party,33797
Uttaradit,2,1,Future Forward Party,16020
Uttaradit,2,3,Democrat Party,5702
Uttaradit,2,5,Bhumjaithai Party,1649
Uttaradit,2,7,Thai Liberal Party,1420
Uttaradit,2,10,Thai People Power Party,849
Uttaradit,2,21,New Economics Party,767
Uttaradit,2,8,Thai Forest Conservation Party,744
Uttaradit,2,4,Action Coalition for Thailand,555
Uttaradit,2,12,Prashaniyom,497
Uttaradit,2,6,Puea Chat party,461
Uttaradit,2,2,New Palangdharma Party,415
Uttaradit,2,27,Thai Rak Tham,296
Uttaradit,2,23,Thai Civilised,292
Uttaradit,2,19,Kru Thai,287
Uttaradit,2,22,Thai Local Power Party,249
Uttaradit,2,20,Palang Thai Rak Thai,240
Uttaradit,2,18,Kasokorn Thai,183
Uttaradit,2,16,Puea Pandin Party,159
Uttaradit,2,17,Palang Chart Thai,144
Uttaradit,2,13,Paradonraphab Party,122
Uttaradit,2,24,Prachatham Thai,88
Uttaradit,2,14,People's Reform,80
Uttaradit,2,25,Phungluang Party,78
Uttaradit,2,26,Thaen Khun Phaendin,62
Uttaradit,2,15,People Progressive party,46
Uthai Thani,1,7,Bhumjaithai Party,58659
Uthai Thani,1,5,Future Forward Party,9075
Uthai Thani,1,6,Democrat Party,8122
Uthai Thani,1,2,Palang Pracharath Party,8042
