Province,District,Candidate no.,Party,Votes
Phra Nakhon Sri Ayutthaya,2,5,Thai Liberal Party,1703
Phra Nakhon Sri Ayutthaya,2,22,New Economics Party,1568
Phra Nakhon Sri Ayutthaya,2,6,Chart Thai Pattana,640
Phra Nakhon Sri Ayutthaya,2,8,New Alternative Party,590
Phra Nakhon Sri Ayutthaya,2,13,Ruam Jai Thai,445
Phra Nakhon Sri Ayutthaya,2,3,Thai Local Power Party,346
Phra Nakhon Sri Ayutthaya,2,27,Thai Rak Tham,333
Phra Nakhon Sri Ayutthaya,2,4,Action Coalition for Thailand,243
Phra Nakhon Sri Ayutthaya,2,25,Palang Kru Thai,226
Phra Nakhon Sri Ayutthaya,2,20,Polamuang Thai,224
Phra Nakhon Sri Ayutthaya,2,15,Thai Forest Conservation Party,221
Phra Nakhon Sri Ayutthaya,2,12,Prashaniyom,192
Phra Nakhon Sri Ayutthaya,2,18,Paradonraphab Party,192
Phra Nakhon Sri Ayutthaya,2,21,Palang Chart Thai,186
Phra Nakhon Sri Ayutthaya,2,11,Chart Pattana,171
Phra Nakhon Sri Ayutthaya,2,24,Puea Chat party,158
Phra Nakhon Sri Ayutthaya,2,19,Democratic Force party,105
Phra Nakhon Sri Ayutthaya,2,23,Farmer's Network,99
Phra Nakhon Sri Ayutthaya,2,17,People's Reform,69
Phra Nakhon Sri Ayutthaya,2,16,New Democracy Party,66
Phra Nakhon Sri Ayutthaya,2,26,Prachatham Thai,51
Phra Nakhon Sri Ayutthaya,2,14,People Progressive party,49
Phra Nakhon Sri Ayutthaya,3,8,Bhumjaithai Party,61916
Phra Nakhon Sri Ayutthaya,3,7,Pheu Thai,37635
Phra Nakhon Sri Ayutthaya,3,12,Future Forward Party,20442
Phra Nakhon Sri Ayutthaya,3,3,Palang Pracharath Party,11610
Phra Nakhon Sri Ayutthaya,3,11,Democrat Party,3907
Phra Nakhon Sri Ayutthaya,3,4,Thai Liberal Party,2116
Phra Nakhon Sri Ayutthaya,3,6,Action Coalition for Thailand,431
Phra Nakhon Sri Ayutthaya,3,1,Thai Local Power Party,410
Phra Nakhon Sri Ayutthaya,3,18,Thai Civilised,375
Phra Nakhon Sri Ayutthaya,3,9,Thai Forest Conservation Party,334
Phra Nakhon Sri Ayutthaya,3,10,Prachachat Party,259
Phra Nakhon Sri Ayutthaya,3,2,Chart Pattana,217
Phra Nakhon Sri Ayutthaya,3,5,People Progressive party,155
Phra Nakhon Sri Ayutthaya,3,23,Puea Chat party,155
Phra Nakhon Sri Ayutthaya,3,15,Ruam Jai Thai,133
Phra Nakhon Sri Ayutthaya,3,13,Democratic Force party,130
Phra Nakhon Sri Ayutthaya,3,20,Chart Thai Pattana,122
Phra Nakhon Sri Ayutthaya,3,21,Farmer's Network,112
Phra Nakhon Sri Ayutthaya,3,17,New Democracy Party,94
Phra Nakhon Sri Ayutthaya,3,19,Palang Chart Thai,85
Phra Nakhon Sri Ayutthaya,3,26,Thai People Power Party,80
Phra Nakhon Sri Ayutthaya,3,25,Thai Rak Tham,70
Phra Nakhon Sri Ayutthaya,3,22,Prachatham Thai,57
Phra Nakhon Sri Ayutthaya,3,14,Prashaniyom,52
Phra Nakhon Sri Ayutthaya,3,16,People's Reform,50
Phra Nakhon Sri Ayutthaya,3,24,Thai Network Party,38
Phra Nakhon Sri Ayutthaya,4,11,Pheu Thai,50646
Phra Nakhon Sri Ayutthaya,4,7,Palang Pracharath Party,34105
Phra Nakhon Sri Ayutthaya,4,1,Future Forward Party,16938
Phra Nakhon Sri Ayutthaya,4,12,Democrat Party,4002
Phra Nakhon Sri Ayutthaya,4,9,Thai Liberal Party,2056
Phra Nakhon Sri Ayutthaya,4,8,Bhumjaithai Party,1975
Phra Nakhon Sri Ayutthaya,4,28,New Economics Party,1150
Phra Nakhon Sri Ayutthaya,4,10,Action Coalition for Thailand,720
Phra Nakhon Sri Ayutthaya,4,3,Chart Pattana,671
Phra Nakhon Sri Ayutthaya,4,4,Thai Local Power Party,616
Phra Nakhon Sri Ayutthaya,4,13,New Alternative Party,544
Phra Nakhon Sri Ayutthaya,4,27,Palang Thai Rak Chart,430
Phra Nakhon Sri Ayutthaya,4,5,Ruam Jai Thai,319
Phra Nakhon Sri Ayutthaya,4,6,People Progressive party,244
Phra Nakhon Sri Ayutthaya,4,20,Chart Thai Pattana,191
Phra Nakhon Sri Ayutthaya,4,17,People's Reform,183
Phra Nakhon Sri Ayutthaya,4,19,Palang Chart Thai,179
Phra Nakhon Sri Ayutthaya,4,2,Prashaniyom,172
Phra Nakhon Sri Ayutthaya,4,21,Farmer's Network,171
Phra Nakhon Sri Ayutthaya,4,14,New Democracy Party,154
Phra Nakhon Sri Ayutthaya,4,18,Thai Forest Conservation Party,151
Phra Nakhon Sri Ayutthaya,4,15,Democratic Force party,146
Phra Nakhon Sri Ayutthaya,4,22,Prachatham Thai,141
Phra Nakhon Sri Ayutthaya,4,24,Prachathai,127
Phra Nakhon Sri Ayutthaya,4,16,Puea Chat party,120
Phra Nakhon Sri Ayutthaya,4,26,Thai Rak Tham,83
Phra Nakhon Sri Ayutthaya,4,25,Thai Network Party,57
Phra Nakhon Sri Ayutthaya,4,23,Thai Friend Party,0
Phayao,1,15,Palang Pracharath Party,52417
Phayao,1,7,Pheu Thai,21971
Phayao,1,2,Future Forward Party,16326
Phayao,1,9,Democrat Party,2462
Phayao,1,11,Thai Liberal Party,1220
Phayao,1,24,New Economics Party,798
Phayao,1,14,Puea Pandin Party,414
Phayao,1,3,Puea Chat party,304
Phayao,1,23,Bhumjaithai Party,260
Phayao,1,6,Thai Local Power Party,253
Phayao,1,10,Ruam Jai Thai,242
Phayao,1,8,Thai People Power Party,221
Phayao,1,1,People Progressive party,208
Phayao,1,5,Pandintham,199
Phayao,1,20,Kru Thai,181
Phayao,1,19,Thai Civilised,167
Phayao,1,16,Paradonraphab Party,157
Phayao,1,25,Thai Ethnic party,156
Phayao,1,4,Thai Forest Conservation Party,154
Phayao,1,22,Palang Thai Rak Thai,142
Phayao,1,27,Prachatham Thai,135
Phayao,1,13,Prashaniyom,134
Phayao,1,21,People's Reform,117
Phayao,1,12,Action Coalition for Thailand,115
Phayao,1,17,Palang Chart Thai,112
Phayao,1,18,Thai Citizen,28
Phayao,1,26,Thai Rak Tham,28
Phayao,2,4,Pheu Thai,37503
Phayao,2,16,Palang Pracharath Party,27017
Phayao,2,12,Future Forward Party,19008
Phayao,2,1,Thai Liberal Party,2026
Phayao,2,10,Democrat Party,2023
Phayao,2,24,New Economics Party,883
Phayao,2,6,Prachachat Party,602
Phayao,2,9,Puea Chat party,542
Phayao,2,15,Paradonraphab Party,429
Phayao,2,7,Thai Local Power Party,420
Phayao,2,3,Action Coalition for Thailand,329
Phayao,2,26,Thai Ethnic party,312
Phayao,2,22,Bhumjaithai Party,287
Phayao,2,2,Thai People Power Party,234
Phayao,2,11,Thai Forest Conservation Party,212
Phayao,2,5,People Progressive party,211
Phayao,2,17,Palang Chart Thai,170
Phayao,2,21,Thai Civilised,170
Phayao,2,14,Ruam Jai Thai,158
Phayao,2,8,Prashaniyom,147
Phayao,2,19,Kru Thai,147
Phayao,2,23,Palang Thai Rak Thai,131
Phayao,2,18,Thai Citizen,128
Phayao,2,20,People's Reform,97
Phayao,2,13,Puea Pandin Party,81
Phayao,2,28,Thai Rak Tham,79
Phayao,2,27,Democratic Force party,75
Phayao,2,25,Palang Pandin Tong ,49
Phayao,3,15,Palang Pracharath Party,41755
Phayao,3,11,Pheu Thai,30761
Phayao,3,1,Future Forward Party,13259
Phayao,3,12,Democrat Party,3244
Phayao,3,4,Puea Chat party,2426
Phayao,3,8,Thai Liberal Party,969
Phayao,3,25,New Economics Party,596
Phayao,3,5,Prachachat Party,497
Phayao,3,13,Thai People Power Party,469
Phayao,3,10,Puea Pandin Party,445
Phayao,3,9,Thai Local Power Party,374
Phayao,3,6,Ruam Jai Thai,310
Phayao,3,21,Prashaniyom,292
Phayao,3,24,Bhumjaithai Party,230
Phayao,3,3,Action Coalition for Thailand,219
Phayao,3,16,Palang Chart Thai,215
Phayao,3,2,Paradonraphab Party,188
Phayao,3,7,Thai Forest Conservation Party,178
Phayao,3,19,Kru Thai,166
Phayao,3,22,Thai Civilised,150
Phayao,3,30,Phungluang Party,124
Phayao,3,18,Palang Thai Rak Thai,115
Phayao,3,23,People's Reform,101
Phayao,3,26,Thai Ethnic party,87
Phayao,3,29,Thai Rak Tham,86
Phayao,3,27,Democratic Force party,83
Phayao,3,28,Prachathai,79
Phayao,3,17,Thai Citizen,69
Phayao,3,20,Prachatham Thai,60
Phayao,3,14,People Progressive party,0
Phangnga,1,8,Democrat Party,59816
Phangnga,1,15,Palang Pracharath Party,31793
Phangnga,1,20,Future Forward Party,24296
Phangnga,1,4,Thai Liberal Party,4332
Phangnga,1,11,Prachachat Party,4094
Phangnga,1,2,Bhumjaithai Party,3299
Phangnga,1,1,Puea Chat party,2123
Phangnga,1,29,New Economics Party,1874
Phangnga,1,19,Action Coalition for Thailand,1701
Phangnga,1,9,Thai Forest Conservation Party,1433
Phangnga,1,14,Chart Thai Pattana,1257
Phangnga,1,10,Prashaniyom,1107
Phangnga,1,18,Green,687
Phangnga,1,12,Thai Local Power Party,614
Phangnga,1,21,Palang Chart Thai,569
Phangnga,1,16,Thai People Power Party,557
Phangnga,1,28,Tin Ga Kaw,535
Phangnga,1,17,Palang Thai Rak Thai,533
Phangnga,1,7,People Progressive party,489
Phangnga,1,23,Thai Civilised,435
Phangnga,1,22,People's Reform,429
Phangnga,1,6,New Palangdharma Party,427
Phangnga,1,3,Puea Pandin Party,421
Phangnga,1,27,Palang Thai Sang Chart,402
Phangnga,1,24,Paradonraphab Party,314
Phangnga,1,26,Palang Sungkom,287
Phangnga,1,25,Kru Thai,238
Phangnga,1,32,Kwam Wang Mai,228
Phangnga,1,33,Power of Faith party,175
Phangnga,1,30,Khlong Thai,170
Phangnga,1,31,Thai Rak Tham,158
Phangnga,1,5,Thai Raksa Chart,0
Phangnga,1,13,Pheu Tham ,0
Phatthalung,1,14,Bhumjaithai Party,40518
Phatthalung,1,11,Democrat Party,30760
Phatthalung,1,26,Palang Pracharath Party,12168
Phatthalung,1,3,Future Forward Party,9753
Phatthalung,1,2,Thai Liberal Party,1256
Phatthalung,1,4,Action Coalition for Thailand,916
Phatthalung,1,21,New Economics Party,848
Phatthalung,1,12,Khlong Thai,812
Phatthalung,1,1,Chart Thai Pattana,666
Phatthalung,1,9,Thai Local Power Party,475
Phatthalung,1,6,Pheu Tham ,432
Phatthalung,1,5,Prachachat Party,370
Phatthalung,1,36,Bhumphalang Kasettrakonthai,364
Phatthalung,1,24,Palang Thai Sang Chart,357
Phatthalung,1,31,Palang Sungkom,351
Phatthalung,1,25,Thai Civilised,341
Phatthalung,1,34,Power of Faith party,337
Phatthalung,1,29,Palang Chart Thai,305
Phatthalung,1,13,People Progressive party,254
Phatthalung,1,7,Puea Chat party,185
Phatthalung,1,15,Prashaniyom,159
Phatthalung,1,27,Palang Thai Rak Thai,136
Phatthalung,1,22,Kru Thai,104
Phatthalung,1,32,Polamuang Thai,104
Phatthalung,1,18,Puea Pandin Party,102
Phatthalung,1,8,Chart Pattana,96
Phatthalung,1,19,People's Reform,95
Phatthalung,1,17,New Palangdharma Party,86
Phatthalung,1,23,Tin Ga Kaw,57
Phatthalung,1,33,Prachatham Thai,46
Phatthalung,1,35,Thai Rak Tham,42
Phatthalung,1,30,Thaen Khun Phaendin,41
Phatthalung,1,28,Thai People Power Party,26
Phatthalung,1,10,Thai Raksa Chart,0
Phatthalung,1,16,Thai Forest Conservation Party,0
Phatthalung,1,20,Prachathai,0
Phatthalung,2,9,Bhumjaithai Party,47584
Phatthalung,2,3,Democrat Party,22428
Phatthalung,2,25,Palang Pracharath Party,10309
Phatthalung,2,7,Future Forward Party,6539
Phatthalung,2,17,Pheu Thai,3297
Phatthalung,2,13,Thai Liberal Party,2606
Phatthalung,2,2,Khlong Thai,1978
Phatthalung,2,4,Prachachat Party,1688
Phatthalung,2,29,New Economics Party,1060
Phatthalung,2,11,Chart Thai Pattana,974
Phatthalung,2,12,Chart Pattana,804
Phatthalung,2,10,Action Coalition for Thailand,652
Phatthalung,2,1,Thai Local Power Party,597
Phatthalung,2,28,Palang Chart Thai,502
Phatthalung,2,30,New Palangdharma Party,452
Phatthalung,2,24,Palang Thai Sang Chart,428
Phatthalung,2,5,Prachatham Thai,406
Phatthalung,2,15,Thai Forest Conservation Party,334
Phatthalung,2,23,Thai Civilised,287
Phatthalung,2,22,Thai People Power Party,251
Phatthalung,2,26,Palang Sungkom,239
Phatthalung,2,6,Pheu Tham ,173
Phatthalung,2,20,Prashaniyom,160
Phatthalung,2,16,Puea Pandin Party,126
Phatthalung,2,14,Puea Chat party,125
Phatthalung,2,35,Power of Faith party,92
Phatthalung,2,27,Kru Thai,91
Phatthalung,2,31,Thaen Khun Phaendin,84
Phatthalung,2,21,Prachathai,76
Phatthalung,2,19,People's Reform,63
Phatthalung,2,18,People Progressive party,55
Phatthalung,2,32,Thai Network Party,52
Phatthalung,2,33,Palang Thai Rak Thai,46
Phatthalung,2,34,Thai Rak Tham,39
Phatthalung,2,8,Thai Raksa Chart,0
Phatthalung,3,3,Democrat Party,34406
Phatthalung,3,14,Bhumjaithai Party,31555
Phatthalung,3,27,Palang Pracharath Party,14144
Phatthalung,3,13,Future Forward Party,8766
Phatthalung,3,16,Polamuang Thai,5127
Phatthalung,3,8,Prachachat Party,4282
Phatthalung,3,12,Chart Thai Pattana,2582
Phatthalung,3,11,Thai Liberal Party,1997
Phatthalung,3,10,Thai Local Power Party,1308
Phatthalung,3,22,New Economics Party,955
Phatthalung,3,31,Palang Chart Thai,934
Phatthalung,3,7,Action Coalition for Thailand,841
Phatthalung,3,19,Prachatham Thai,780
Phatthalung,3,32,Thaen Khun Phaendin,503
Phatthalung,3,2,Khlong Thai,481
Phatthalung,3,23,Prachathai,469
Phatthalung,3,6,New Alternative Party,406
Phatthalung,3,5,Chart Pattana,381
Phatthalung,3,17,New Palangdharma Party,348
Phatthalung,3,30,Palang Thai Sang Chart,344
Phatthalung,3,9,Puea Chat party,294
Phatthalung,3,24,Thai Workers' Party,261
Phatthalung,3,20,Puea Pandin Party,222
Phatthalung,3,1,People Progressive party,214
Phatthalung,3,15,Pheu Tham ,198
Phatthalung,3,21,People's Reform,142
Phatthalung,3,26,Tin Ga Kaw,141
Phatthalung,3,36,Thai Rak Tham,138
Phatthalung,3,28,Palang Sungkom,134
Phatthalung,3,18,Thai Forest Conservation Party,127
Phatthalung,3,29,Kru Thai,101
Phatthalung,3,35,Power of Faith party,92
Phatthalung,3,25,Prashaniyom,77
Phatthalung,3,4,Thai Raksa Chart,0
Phatthalung,3,33,Palang Thai Rak Thai,0
Phatthalung,3,34,Bhumphalang Kasettrakonthai,0
Phichit,1,1,Palang Pracharath Party,24781
Phichit,1,16,Thai Liberal Party,20375
Phichit,1,4,Future Forward Party,18947
Phichit,1,3,Democrat Party,11983
Phichit,1,10,Bhumjaithai Party,11580
Phichit,1,17,New Economics Party,939
Phichit,1,21,Palang Chart Thai,876
Phichit,1,8,Puea Chat party,788
Phichit,1,15,Puea Pandin Party,611
Phichit,1,23,Palang Thai Rak Thai,499
Phichit,1,25,Puea Sahakorn Thai,346
Phichit,1,6,Action Coalition for Thailand,336
Phichit,1,24,Palang Kru Thai,314
Phichit,1,9,Thai Forest Conservation Party,306
Phichit,1,11,Thai People Power Party,280
Phichit,1,5,Kru Thai,270
Phichit,1,26,Than Rak Thai,220
Phichit,1,28,Democratic Force party,196
Phichit,1,13,Thai Local Power Party,190
Phichit,1,2,Prashaniyom,189
Phichit,1,14,People Progressive party,181
Phichit,1,7,Prachachat Party,159
Phichit,1,20,Paradonraphab Party,61
Phichit,1,19,People's Reform,56
Phichit,1,27,Thai Rak Tham,51
Phichit,1,22,Palang Sungkom,37
Phichit,1,12,Thai Raksa Chart,0
Phichit,1,18,Thai Friend Party,0
Phichit,2,6,Palang Pracharath Party,21466
Phichit,2,14,Future Forward Party,18845
Phichit,2,4,Bhumjaithai Party,16821
Phichit,2,13,Thai Liberal Party,10464
Phichit,2,15,Democrat Party,5651
Phichit,2,3,Chart Thai Pattana,4469
Phichit,2,8,Puea Chat party,1545
Phichit,2,20,New Economics Party,952
Phichit,2,11,Thai People Power Party,932
Phichit,2,24,Palang Chart Thai,678
Phichit,2,29,Palang Thai Rak Thai,575
Phichit,2,26,Palang Sungkom,494
Phichit,2,5,Thai Forest Conservation Party,451
Phichit,2,1,Prachachat Party,399
Phichit,2,12,New Democracy Party,337
Phichit,2,16,Puea Pandin Party,327
Phichit,2,17,Thai Local Power Party,324
Phichit,2,10,Action Coalition for Thailand,232
Phichit,2,2,Prashaniyom,223
Phichit,2,22,People Progressive party,200
Phichit,2,31,Than Rak Thai,196
Phichit,2,23,Kru Thai,170
Phichit,2,19,Thai Civilised,162
Phichit,2,21,Paradonraphab Party,154
Phichit,2,9,People's Reform,153
Phichit,2,28,Puea Sahakorn Thai,146
Phichit,2,25,Farmer's Network,139
Phichit,2,27,Palang Kru Thai,80
Phichit,2,30,Thai Rak Tham,29
Phichit,2,7,Thai Raksa Chart,0
Phichit,2,18,Thai Friend Party,0
Phichit,3,5,Palang Pracharath Party,30325
Phichit,3,2,Bhumjaithai Party,29535
Phichit,3,10,Future Forward Party,16768
Phichit,3,4,Democrat Party,6241
Phichit,3,3,Thai Liberal Party,3222
Phichit,3,1,Thai Local Power Party,1875
Phichit,3,12,Puea Chat party,744
Phichit,3,16,New Economics Party,699
Phichit,3,22,People's Reform,627
Phichit,3,25,Farmer's Network,602
Phichit,3,14,Chart Thai Pattana,438
Phichit,3,7,Prachachat Party,296
Phichit,3,9,Action Coalition for Thailand,248
Phichit,3,24,Palang Sungkom,243
Phichit,3,6,Prashaniyom,238
Phichit,3,27,Palang Thai Rak Thai,193
Phichit,3,11,Kru Thai,158
Phichit,3,18,Thai Civilised,144
Phichit,3,15,Thai Forest Conservation Party,137
Phichit,3,23,Palang Chart Thai,125
Phichit,3,17,People Progressive party,120
Phichit,3,21,Puea Pandin Party,116
Phichit,3,13,Thai People Power Party,100
Phichit,3,26,Palang Kru Thai,100
Phichit,3,29,Than Rak Thai,69
Phichit,3,28,Thai Rak Tham,41
Phichit,3,20,Paradonraphab Party,39
Phichit,3,8,Thai Raksa Chart,0
Phichit,3,19,Thai Friend Party,0
Phitsanulok,1,2,Future Forward Party,35579
Phitsanulok,1,17,Palang Pracharath Party,23682
Phitsanulok,1,5,Democrat Party,18613
Phitsanulok,1,3,Thai Liberal Party,5114
Phitsanulok,1,20,New Economics Party,2762
Phitsanulok,1,13,Bhumjaithai Party,2184
Phitsanulok,1,16,Puea Chat party,1608
Phitsanulok,1,15,Thai People Power Party,750
Phitsanulok,1,9,Action Coalition for Thailand,707
Phitsanulok,1,25,Palang Thai Rak Thai,612
Phitsanulok,1,19,Thai Civilised,366
Phitsanulok,1,22,Chart Thai Pattana,353
Phitsanulok,1,11,Thai Forest Conservation Party,331
Phitsanulok,1,24,Polamuang Thai,307
Phitsanulok,1,1,People Progressive party,302
Phitsanulok,1,12,Chart Pattana,299
Phitsanulok,1,8,New Democracy Party,235
Phitsanulok,1,7,Thai Local Power Party,223
Phitsanulok,1,6,Prashaniyom,213
Phitsanulok,1,18,Palang Kru Thai,191
Phitsanulok,1,4,Paradonraphab Party,181
Phitsanulok,1,21,Puea Pandin Party,145
Phitsanulok,1,31,Thai Rak Tham,144
Phitsanulok,1,27,Palang Chart Thai,139
Phitsanulok,1,10,Kru Thai,121
Phitsanulok,1,23,People's Reform,115
Phitsanulok,1,26,Pandintham,91
Phitsanulok,1,28,Mahachon Party,44
Phitsanulok,1,30,Thaen Khun Phaendin,41
Phitsanulok,1,29,Prachatham Thai,34
Phitsanulok,1,14,Thai Raksa Chart,0
Phitsanulok,2,14,Pheu Thai,32965
Phitsanulok,2,5,Palang Pracharath Party,27603
Phitsanulok,2,3,Future Forward Party,14725
Phitsanulok,2,2,Democrat Party,14680
Phitsanulok,2,4,Thai Liberal Party,1912
Phitsanulok,2,22,New Economics Party,1448
Phitsanulok,2,15,Puea Chat party,1112
Phitsanulok,2,9,Chart Pattana,966
Phitsanulok,2,12,New Democracy Party,429
Phitsanulok,2,11,Bhumjaithai Party,390
Phitsanulok,2,7,Action Coalition for Thailand,340
Phitsanulok,2,34,Thai Rak Tham,339
Phitsanulok,2,1,People Progressive party,331
Phitsanulok,2,16,Thai Forest Conservation Party,251
Phitsanulok,2,6,Thai Local Power Party,240
Phitsanulok,2,24,Polamuang Thai,240
Phitsanulok,2,13,People's Reform,237
Phitsanulok,2,19,Thai Civilised,215
Phitsanulok,2,18,Chart Thai Pattana,206
Phitsanulok,2,17,Puea Pandin Party,159
Phitsanulok,2,21,Paradonraphab Party,136
Phitsanulok,2,28,Palang Thai Rak Thai,121
Phitsanulok,2,8,Prashaniyom,102
Phitsanulok,2,26,Thai People Power Party,98
Phitsanulok,2,20,Palang Chart Thai,88
Phitsanulok,2,10,Kru Thai,87
Phitsanulok,2,23,Green,81
Phitsanulok,2,29,Pandintham,51
Phitsanulok,2,33,Thaen Khun Phaendin,50
Phitsanulok,2,27,Palang Kru Thai,47
Phitsanulok,2,31,Palang Sungkom,37
Phitsanulok,2,32,Prachatham Thai,33
Phitsanulok,2,30,Mahachon Party,23
Phitsanulok,2,25,Democratic Force party,0
Phitsanulok,3,8,Palang Pracharath Party,25207
Phitsanulok,3,4,Democrat Party,25003
Phitsanulok,3,6,Future Forward Party,18820
Phitsanulok,3,10,Puea Chat party,5680
Phitsanulok,3,13,Thai Liberal Party,3554
Phitsanulok,3,9,New Economics Party,1284
Phitsanulok,3,25,Palang Thai Rak Thai,707
Phitsanulok,3,1,People Progressive party,585
Phitsanulok,3,28,Thaen Khun Phaendin,579
Phitsanulok,3,12,Action Coalition for Thailand,575
Phitsanulok,3,3,Paradonraphab Party,526
Phitsanulok,3,18,Bhumjaithai Party,505
Phitsanulok,3,24,Palang Kru Thai,500
Phitsanulok,3,5,Thai Local Power Party,424
Phitsanulok,3,20,Palang Chart Thai,424
Phitsanulok,3,21,Green,309
Phitsanulok,3,2,Kru Thai,288
Phitsanulok,3,19,Thai Civilised,254
Phitsanulok,3,14,New Democracy Party,230
Phitsanulok,3,16,Thai Forest Conservation Party,187
Phitsanulok,3,11,People's Reform,156
Phitsanulok,3,17,Puea Pandin Party,146
Phitsanulok,3,26,Palang Sungkom,135
Phitsanulok,3,15,Prashaniyom,133
Phitsanulok,3,31,Thai Rak Tham,125
Phitsanulok,3,23,Thai People Power Party,114
Phitsanulok,3,22,Polamuang Thai,92
Phitsanulok,3,29,Prachatham Thai,74
Phitsanulok,3,27,Mahachon Party,56
Phitsanulok,3,7,Thai Raksa Chart,0
Phitsanulok,3,30,Democratic Force party,0
Phitsanulok,4,9,Pheu Thai,40252
Phitsanulok,4,13,Future Forward Party,18180
Phitsanulok,4,10,Democrat Party,17276
Phitsanulok,4,6,Palang Pracharath Party,10035
Phitsanulok,4,5,Chart Pattana,1745
Phitsanulok,4,8,Thai Liberal Party,1285
Phitsanulok,4,17,New Economics Party,993
Phitsanulok,4,1,Action Coalition for Thailand,574
Phitsanulok,4,21,Thai Civilised,573
Phitsanulok,4,29,Prachathai,499
Phitsanulok,4,4,Bhumjaithai Party,438
Phitsanulok,4,2,Prashaniyom,314
Phitsanulok,4,26,Palang Chart Thai,305
Phitsanulok,4,12,Thai Forest Conservation Party,235
Phitsanulok,4,25,Palang Thai Rak Thai,201
Phitsanulok,4,7,Thai Local Power Party,170
Phitsanulok,4,11,Kru Thai,159
Phitsanulok,4,15,New Democracy Party,148
Phitsanulok,4,20,Puea Chat party,127
Phitsanulok,4,3,People's Reform,108
Phitsanulok,4,16,Chart Thai Pattana,103
Phitsanulok,4,23,Thai People Power Party,98
Phitsanulok,4,28,Thaen Khun Phaendin,85
Phitsanulok,4,14,People Progressive party,80
Phitsanulok,4,24,Palang Kru Thai,61
Phitsanulok,4,19,Puea Pandin Party,51
Phitsanulok,4,18,Green,41
Phitsanulok,4,27,Mahachon Party,33
Phitsanulok,4,22,Paradonraphab Party,0
Phitsanulok,4,30,Thai Rak Tham,0
Phitsanulok,5,16,Palang Pracharath Party,28952
Phitsanulok,5,8,Democrat Party,25002
Phitsanulok,5,11,Pheu Thai,16113
Phitsanulok,5,6,Future Forward Party,10643
Phitsanulok,5,36,Palang Pandin Tong ,860
Phitsanulok,5,12,Thai Liberal Party,759
Phitsanulok,5,28,Palang Thai Rak Thai,748
Phitsanulok,5,7,Chart Pattana,605
Phitsanulok,5,15,Palang Chart Thai,583
Phitsanulok,5,21,New Economics Party,577
Phitsanulok,5,9,Bhumjaithai Party,486
Phitsanulok,5,26,Polamuang Thai,392
Phitsanulok,5,10,Action Coalition for Thailand,367
Phitsanulok,5,1,Paradonraphab Party,365
Phitsanulok,5,31,Thai Citizen,324
Phitsanulok,5,19,Prachachat Party,321
Phitsanulok,5,18,Thai Forest Conservation Party,310
Phitsanulok,5,4,Thai Local Power Party,271
Phitsanulok,5,20,Palang Kru Thai,235
Phitsanulok,5,17,New Democracy Party,231
Phitsanulok,5,5,Thai Social Democratic Party,230
Phitsanulok,5,3,Puea Chat party,214
Phitsanulok,5,2,Prashaniyom,166
Phitsanulok,5,33,Thai Civilised,157
Phitsanulok,5,14,People Progressive party,146
Phitsanulok,5,13,Puea Pandin Party,136
Phitsanulok,5,27,Thai People Power Party,136
Phitsanulok,5,24,Chart Thai Pattana,124
Phitsanulok,5,30,Powerful Love Party,117
Phitsanulok,5,37,New Alternative Party,99
Phitsanulok,5,29,Pandintham,82
Phitsanulok,5,22,Kru Thai,78
Phitsanulok,5,35,Thaen Khun Phaendin,74
Phitsanulok,5,25,People's Reform,70
Phitsanulok,5,34,Prachatham Thai,47
Phitsanulok,5,32,Mahachon Party,43
Phitsanulok,5,23,Green,42
Phitsanulok,5,38,Thai Rak Tham,0
Phetchaburi,1,9,Palang Pracharath Party,35106
Phetchaburi,1,10,Democrat Party,16555
Phetchaburi,1,6,Chart Thai Pattana,16474
Phetchaburi,1,1,Future Forward Party,14874
Phetchaburi,1,11,Thai Liberal Party,2345
Phetchaburi,1,25,New Economics Party,1530
Phetchaburi,1,13,Thai People Power Party,1084
Phetchaburi,1,2,Prachatham Thai,1082
Phetchaburi,1,3,Bhumjaithai Party,856
Phetchaburi,1,8,Thai Local Power Party,645
Phetchaburi,1,18,Puea Chat party,411
Phetchaburi,1,12,Thai Forest Conservation Party,205
Phetchaburi,1,17,Palang Thai Rak Chart,187
Phetchaburi,1,20,Thai Network Party,150
Phetchaburi,1,19,Kru Thai,149
Phetchaburi,1,21,Palang Chart Thai,129
Phetchaburi,1,4,Prashaniyom,115
Phetchaburi,1,24,Pandintham,115
Phetchaburi,1,15,Green,72
Phetchaburi,1,16,People Progressive party,46
Phetchaburi,1,22,Palang Thai Sang Chart,44
Phetchaburi,1,5,Thai Raksa Chart,0
Phetchaburi,1,7,Action Coalition for Thailand,0
Phetchaburi,1,14,Thai Friend Party,0
Phetchaburi,1,23,Palang Sungkom,0
Phetchaburi,2,5,Palang Pracharath Party,34637
Phetchaburi,2,1,Bhumjaithai Party,25657
Phetchaburi,2,10,Democrat Party,14670
Phetchaburi,2,11,Future Forward Party,12141
Phetchaburi,2,13,Thai Liberal Party,2638
Phetchaburi,2,21,New Economics Party,1797
Phetchaburi,2,20,Puea Chat party,717
Phetchaburi,2,14,Puea Pandin Party,698
Phetchaburi,2,25,Thai Network Party,650
Phetchaburi,2,8,Thai People Power Party,649
Phetchaburi,2,6,Chart Thai Pattana,613
Phetchaburi,2,12,Thai Local Power Party,453
